"id","name","url","address","facility_type","license_type","capacity","ages"
1551,"Montessori School of Charlottesville","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=32933;search_require_client_code-2106=1;search_require_client_code-2101=1","1602 Gordon AvenueCHARLOTTESVILLE, VA  22903","Child Day Center","Two Year","42","1 year9 months-6 years11 months"
1552,"Montessori School of Fairfax","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=25601;search_require_client_code-2106=1;search_require_client_code-2101=1","3411 Lees Corner RoadCHANTILLY, VA  20151","Child Day Center","Two Year","150","1 year4 months-12 years11 months"
1553,"Montessori School of Herndon","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=8938;search_require_client_code-2106=1;search_require_client_code-2101=1","840 Dranesville RoadHERNDON, VA  20170","Child Day Center","Two Year","150","1 year-12 years11 months"
1554,"Montessori School of Holmes Run: Children\'s House","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=18229;search_require_client_code-2106=1;search_require_client_code-2101=1","3335 Annandale RoadFALLS CHURCH, VA  22042","Child Day Center","Two Year","92","2 years6 months-7 years11 months"
1555,"Montessori School of Leesburg","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=29409;search_require_client_code-2106=1;search_require_client_code-2101=1","166 Fort Evans Road, NELEESBURG, VA  20176","Child Day Center","Two Year","109","2 years-12 years11 months"
1556,"Montessori School of McLean","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40545;search_require_client_code-2106=1;search_require_client_code-2101=1","1711 Kirby RpadMC LEAN, VA  22101","Child Day Center","Two Year","150","2 years-12 years11 months"
1557,"Montessori School of Northern Virginia","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=9818;search_require_client_code-2106=1;search_require_client_code-2101=1","6820 Pacific LaneANNANDALE, VA  22003","Child Day Center","Two Year","168","2 years-12 years11 months"
1558,"Montessori School of Northern Virginia-Valleybrook Campus","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=37394;search_require_client_code-2106=1;search_require_client_code-2101=1","3433 Rose LaneFALLS CHURCH, VA  22042","Child Day Center","Two Year","90","2 years-6 years11 months"
1559,"Montessori School of Oakton","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=16020;search_require_client_code-2106=1;search_require_client_code-2101=1","12113 Vale RoadOAKTON, VA  22124","Child Day Center","Two Year","100","2 years6 months-6 years11 months"
1560,"Montessori School of Purcellville","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40554;search_require_client_code-2106=1;search_require_client_code-2101=1","280 North Hatcher AvenuePURCELLVILLE, VA  20132","Child Day Center","Two Year","80","1 month-12 years11 months"
1561,"Montessori School of South Riding","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=38515;search_require_client_code-2106=1;search_require_client_code-2101=1","25152 Elk Lick RoadSOUTH RIDING, VA  20152","Child Day Center","Two Year","50","2 years6 months-10 years11 months"
1562,"Montessori of Chantilly-Casa dei Bambini","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=31545;search_require_client_code-2106=1;search_require_client_code-2101=1","4212-F Technology CourtCHANTILLY, VA  20151","Child Day Center","Two Year","150","1 year7 months-6 years11 months"
1563,"Montessori of Gainesville - Casa dei Bambini","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=38229;search_require_client_code-2106=1;search_require_client_code-2101=1","14130 Glenkirk RoadGAINESVILLE, VA  20155","Child Day Center","Two Year","133","1 year6 months-12 years11 months"
1564,"Monument Heights Day School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35164;search_require_client_code-2106=1;search_require_client_code-2101=1","5716 Monument AvenueRICHMOND, VA  23226","Child Day Center","Two Year","150","1 year4 months-11 years11 months"
1565,"Moonflower Montessori School, LLC","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=43928;search_require_client_code-2106=1;search_require_client_code-2101=1","211 West Main StreetABINGDON, VA  24210","Child Day Center","Two Year","31","3 years-12 years11 months"
1566,"Mosaic Christian School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42892;search_require_client_code-2106=1;search_require_client_code-2101=1","11501 Sunrise Valley DriveRESTON, VA  20191","Child Day Center","Two Year","75","2 years-12 years11 months"
1567,"Mothers Day Out Preschool","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=9343;search_require_client_code-2106=1;search_require_client_code-2101=1","1072 Old Kempsville RoadCommunity United Methodist ChurchVIRGINIA BEACH, VA  23464","Child Day Center","Two Year","170","1 month-6 years11 months"
1568,"Mount Calvary Learning Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=43841;search_require_client_code-2106=1;search_require_client_code-2101=1","14214 Benns Church BoulevardSMITHFIELD, VA  23430","Child Day Center","Conditional","21","2 years-6 years"
1569,"Mount Landing Children\'s Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=18914;search_require_client_code-2106=1;search_require_client_code-2101=1","1413 Teakwood DriveSuite FTAPPAHANNOCK, VA  22560","Child Day Center","Two Year","100","Birth-12 years11 months"
1570,"Mountain Laurel Montessori School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=17499;search_require_client_code-2106=1;search_require_client_code-2101=1","155 Biggs DriveFRONT ROYAL, VA  22630","Child Day Center","Two Year","140","1 year4 months-12 years11 months"
1571,"Mountainside Montessori School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=29609;search_require_client_code-2106=1;search_require_client_code-2101=1","4206 Belvoir RoadMARSHALL, VA  20115-2336","Child Day Center","Two Year","102","1 year6 months-12 years11 months"
1572,"Mountaintop Montessori School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=13992;search_require_client_code-2106=1;search_require_client_code-2101=1","440 Pinnacle PlaceCHARLOTTESVILLE, VA  22911","Child Day Center","Two Year","130","2 months-12 years11 months"
1573,"Mrs. Tee Kid\'s Academy","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40483;search_require_client_code-2106=1;search_require_client_code-2101=1","6029 Nine Mile RoadRICHMOND, VA  23223","Child Day Center","Two Year","107","1 year3 months-12 years11 months"
1574,"Ms. Babs\' Nursery School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=30128;search_require_client_code-2106=1;search_require_client_code-2101=1","2319 Grove AvenueRICHMOND, VA  23220","Child Day Center","Two Year","75","3 months-12 years11 months"
1575,"Ms. Elizabeth\'s Daycare, LLC","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40896;search_require_client_code-2106=1;search_require_client_code-2101=1","4577 Davis HighwayLOUISA, VA  23093","Child Day Center","Two Year","70","1 month-12 years11 months"
1576,"Mt. Olive Brethren Church Building Blocks Preschool","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=24270;search_require_client_code-2106=1;search_require_client_code-2101=1","2977 Pineville RoadMCGAHEYSVILLE, VA  22840","Child Day Center","Two Year","79","1 month-12 years11 months"
1577,"Mt. Trashmore Family YMCA Preschool","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=33213;search_require_client_code-2106=1;search_require_client_code-2101=1","4441 South BoulevardVIRGINIA BEACH, VA  23452","Child Day Center","Two Year","75","2 years-5 years"
1578,"Mt. Vernon - Lee Child Development Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=8238;search_require_client_code-2106=1;search_require_client_code-2101=1","3434 Campbell DriveALEXANDRIA, VA  22303","Child Day Center","Two Year","75","2 years6 months-8 years11 months"
1579,"Mulford Private School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=31249;search_require_client_code-2106=1;search_require_client_code-2101=1","15105 Lee HighwayCENTREVILLE, VA  20121","Child Day Center","Two Year","150","2 years6 months-8 years11 months"
1580,"Muriel Humphrey Child Care Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=10964;search_require_client_code-2106=1;search_require_client_code-2101=1","13505 Hillendale DriveWOODBRIDGE, VA  22193-4716","Child Day Center","Two Year","75","1 month-12 years11 months"
1581,"Mustard Seed Child Care Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=10493;search_require_client_code-2106=1;search_require_client_code-2101=1","6901 Newport AvenueNORFOLK, VA  23505","Child Day Center","Two Year","91","1 month-12 years11 months"
1582,"My Joy Learning Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41562;search_require_client_code-2106=1;search_require_client_code-2101=1","2804 Granby StreetNORFOLK, VA  23504","Child Day Center","Two Year","56","1 year-12 years11 months"
1583,"NOVA KinderCare Learning Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=18381;search_require_client_code-2106=1;search_require_client_code-2101=1","1227 North Ivy StreetARLINGTON, VA  22201","Child Day Center","Two Year","94","1 month-6 years11 months"
1584,"NRCA Blacksburg Head Start","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=17548;search_require_client_code-2106=1;search_require_client_code-2101=1","701 Church StreetBLACKSBURG, VA  24060","Child Day Center","Two Year","40","3 years-5 years11 months"
1585,"NRCA Christiansburg Head Start","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=26151;search_require_client_code-2106=1;search_require_client_code-2101=1","135 Church StreetCHRISTIANSBURG, VA  24073","Child Day Center","Two Year","74","2 years6 months-5 years11 months"
1586,"NRCA Floyd Head Start","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40803;search_require_client_code-2106=1;search_require_client_code-2101=1","120 Epperley Mill SWFLOYD, VA  24091","Child Day Center","Two Year","20","2 years6 months-5 years11 months"
1587,"NRCA Head Start Early Learning Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42265;search_require_client_code-2106=1;search_require_client_code-2101=1","5251 College Drive  Godbey HallDUBLIN, VA  24084","Child Day Center","Two Year","20","2 years6 months-5 years11 months"
1588,"NRCA Pulaski Head Start","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=26150;search_require_client_code-2106=1;search_require_client_code-2101=1","1520 Bobwhite Blvd.PULASKI, VA  24301","Child Day Center","Two Year","100","2 years6 months-5 years11 months"
1589,"NRCA- Narrows Head Start Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=16044;search_require_client_code-2106=1;search_require_client_code-2101=1","111 Mary StreetNARROWS, VA  24124","Child Day Center","Two Year","40","2 years6 months-5 years11 months"
1590,"NRCA-Pearisburg Head Start","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=15115;search_require_client_code-2106=1;search_require_client_code-2101=1","1105 Henson AvenuePEARISBURG, VA  24134","Child Day Center","Two Year","44","3 years-5 years11 months"
1591,"NRCA-Radford Head Start Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=26149;search_require_client_code-2106=1;search_require_client_code-2101=1","215 3rd AvenueRADFORD, VA  24141","Child Day Center","Two Year","15","2 years6 months-5 years11 months"
1592,"NRV Radford Adventure Club","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39204;search_require_client_code-2106=1;search_require_client_code-2101=1","602 13th StreetRADFORD, VA  24141","Child Day Center","Two Year","148","1 month-12 years11 months"
1593,"NSU Child Development Lab","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=43741;search_require_client_code-2106=1;search_require_client_code-2101=1","700 Park AvenueJBB 113ANORFOLK, VA  23504","Child Day Center","Two Year","50","2 years6 months-12 years11 months"
1594,"NVFS Arlington Child Development Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35079;search_require_client_code-2106=1;search_require_client_code-2101=1","1801 N. George Mason DriveARLINGTON, VA  22207","Child Day Center","Two Year","204","3 years-5 years11 months"
1595,"NVFS Early Head Start - Vermont Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=26083;search_require_client_code-2106=1;search_require_client_code-2101=1","601 North Vermont StARLINGTON, VA  22203","Child Day Center","Two Year","24","1 month-3 years11 months"
1596,"NVFS Early Head Start Child Development Center at Arlington Mill","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39985;search_require_client_code-2106=1;search_require_client_code-2101=1","909 S. Dinwiddle StreetARLINGTON, VA  22204","Child Day Center","Two Year","24","1 month-3 years11 months"
1597,"Nansemond Suffolk Academy Enrichment Programs","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=9507;search_require_client_code-2106=1;search_require_client_code-2101=1","3373 Pruden BoulevardSUFFOLK, VA  23434","Child Day Center","Two Year","200","2 years-12 years11 months"
1598,"Nansemond-Suffolk Academy Enrichment Programs at Harbour View","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42091;search_require_client_code-2106=1;search_require_client_code-2101=1","6019 Harbour View BoulevardSUFFOLK, VA  23435","Child Day Center","Two Year","100","2 years-12 years11 months"
1599,"Nelson School Age Program","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=17685;search_require_client_code-2106=1;search_require_client_code-2101=1","826 Moyer RoadNEWPORT NEWS, VA  23608","Child Day Center","Two Year","70","5 years-12 years11 months"
1600,"New Beginings Child Care and Learning Center, LLC","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42302;search_require_client_code-2106=1;search_require_client_code-2101=1","13780 Warwick BoulevardNEWPORT NEWS, VA  23602","Child Day Center","Two Year","23","Birth-12 years11 months"
1601,"New Beginnings Family Daycare","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41512;search_require_client_code-2106=1;search_require_client_code-2101=1","4762-4766 Finlay StreetRICHMOND, VA  23231","Child Day Center","Two Year","96","1 month-12 years11 months"
1602,"New Beginnings Learning Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41089;search_require_client_code-2106=1;search_require_client_code-2101=1","614 Leesville RoadLYNCHBURG, VA  24502","Child Day Center","Two Year","12","2 years6 months-12 years11 months"
1603,"New Direction Childcare & Learning Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=25483;search_require_client_code-2106=1;search_require_client_code-2101=1","140 East Belt BoulevardRICHMOND, VA  23224","Child Day Center","Two Year","109","Birth-12 years11 months"
